X,Y,NAMA HOTEL,ALAMAT,LANDMARK,NO TELEFON,LOKASI,WEBSITE,icon_url
103.336589267293,3.81663821582771,AC Hotel Kuantan City,"Teluk Cempedak, Kuantan",Berhadapan Petronas Teluk Sisek,09-5178000,https://maps.app.goo.gl/8nF1FmFuqt7HkA916,https://www.marriott.com/en-us/hotels/kuaar-ac-hotel-kuantan/overview/,./0.png
