X,Y,NAMA,ALAMAT,LANDMARK,W. OPERASI,BAYARAN MA,NO TELEFON,LOKASI ,FOTO,icon_url
103.327777943385,3.80797968338867,Masjid Sultan Ahmad 1,"Jalan Mahkota, Kuantan",Berhampiran Padang MPK 1,5:30am–11pm (setiap hari),Percuma,09-516 5818,https://maps.app.goo.gl/G1SrHsQ6iU2cA3Lq8,C:\Users\ainna\OneDrive\Documents\TOPICAL STUDIES\FOTO MASJID\MASJID SULTAN AHMAD 1.jpg,./0.png
103.32722925344,3.81592108660006,Masjid Tepian Putra Kuantan,"Putra Square, Kuantan",Berhampiran Kuantan City Mall,24jam (setiap hari),Percuma,09-573 7843,https://maps.app.goo.gl/PzktDunTUG28LARx7,C:\Users\ainna\OneDrive\Documents\TOPICAL STUDIES\FOTO MASJID\MASJID TEPIAN PUTRA KUANTAN.jpg,./0.png
